id_bien;No_voie;B_T_Q;Type_voie;Voie;Code_postal;id_codedep_codecommune;Type_local;surface_carrez;Surface_local;total_piece
23397;1;;RUE;DU CANAL;91160;91345;Appartement;45,46;45;2
23398;126;;RUE;PDT FRANCOIS MITTERRAND;91160;91345;Appartement;28,35;27;1
23399;76;B;RUE;PDT FRANCOIS MITTERRAND;91160;91345;Appartement;67,78;50;2
23400;4;;RUE;AMERIGO VESPUCCI;91300;91377;Appartement;63,75;64;3
23401;32;;RUE;DE LA CHAPELLE;91310;91425;Appartement;28,92;30;1
23402;2;T;PL;GABRIEL FONTAINE;91420;91432;Appartement;49,07;49;2
23403;21;;RUE;MARCEAU;91390;91434;Appartement;41,32;43;2
23404;9001;;RES;COMPIEGNE JUVISY;91390;91434;Appartement;70,85;72;3
23405;10;;IMP;DES RAYERES;91540;91468;Appartement;37,71;38;2
23406;2;;RUE;PIERRE DE COUBERTIN;91120;91477;Appartement;88,73;87;4
23407;3;;RUE;JEAN VIGO;91700;91549;Appartement;55,13;56;3
23408;2;;RUE;RAMEAU;91240;91570;Appartement;97;94;5
23409;2;;PL;DE LA LIBERTE;91280;91573;Appartement;57,77;58;3
23410;4;;CHE;VERT;91140;91666;Maison;80;120;4
23411;14;;RUE;DES HTES BRUYERES;91580;91671;Maison;86;84;4
23412;3;;RUE;ROYALE;91330;91691;Maison;82,16;96;5
23413;191;;RUE;DES RABATS;92160;92002;Appartement;73,2;72;5
23414;89;;RUE;ANATOLE FRANCE;92290;92019;Maison;156,11;156;7
23415;16;;AV;JEAN BAPTISTE CLEMENT;92140;92023;Appartement;66,08;65;3
23416;15;B;RUE;VICTOR MERIC;92110;92024;Appartement;47,84;22;1
23417;22;;AV;GALLIENI;92400;92026;Appartement;55,3;60;3
23418;64;;BD;MISSION MARCHAND;92400;92026;Appartement;63,53;64;3
23419;37;;RUE;RASPAIL;92300;92044;Appartement;36,8;35;2
23420;13;;RUE;P VAILLANT COUTURIER;92300;92044;Appartement;58,95;58;3
23421;14;;RUE;CAMILLE PELLETAN;92300;92044;Appartement;47,8;54;2
23422;9;;RUE;TREZEL;92300;92044;Appartement;59,23;34;2
23423;24;;RUE;HENRI BARBUSSE;92300;92044;Appartement;64,06;63;3
23424;11;;RUE;CARNOT;92300;92044;Appartement;18,32;27;1
23425;9;;RUE;SALVADOR ALLENDE;92240;92046;Appartement;30,6;30;2
23426;14;;RUE;RADIGUEY;92120;92049;Appartement;14,65;20;1
23427;5;;AV;DE LA MARNE;92120;92049;Appartement;29,81;30;2
23428;26;;RUE;MARIE DEBOS;92120;92049;Appartement;35,05;35;2
23429;3;;RUE;ANDRE SABATIER;92000;92050;Appartement;51,42;48;2
23430;6;;PL;DU MARECHAL FOCH;92000;92050;Appartement;48,27;49;3
23431;50;8;RUE;DE METZ;92000;92050;Appartement;38,2;38;2
23432;108;;ALL;DES PARFUMEURS;92000;92050;Appartement;41,3;41;2
23433;2;;RUE;CASIMIR PINEL;92200;92051;Appartement;49,34;48;3
23434;2;;VLA;SAINTE FOY;92200;92051;Appartement;63,43;61;3
23435;33;;RUE;PARMENTIER;92800;92062;Appartement;65,58;69;3
23436;24;;RUE;VICTOR HUGO;92800;92062;Appartement;25,4;27;2
23437;9;;RUE;PAUL BERT;92800;92062;Appartement;61,92;62;3
23438;11;;RUE;DE LA PASSERELLE;92150;92073;Appartement;112,96;45;5
23439;13;;RUE;GARDENAT LAPOSTOL;92150;92073;Appartement;72,31;74;2
23440;36;;RUE;GUYARD DELALAIN;93300;93001;Appartement;53,51;53;3
23441;57;;RUE;DE LA COMMUNE DE PARIS;93300;93001;Appartement;27,43;27;1
23442;8;;RUE;VEUVE BOUQUIN;93150;93007;Appartement;45;44;2
23443;1;;RUE;KLEBER;93150;93007;Maison;79,75;72;4
23444;30;;RUE;SAINT CLAUDE;93190;93046;Appartement;46,92;46;2
23445;147;;AV;DES ARTS;93370;93047;Maison;104,5;86;4
23446;36;;BD;CHANZY;93100;93048;Appartement;61,7;62;3
23447;11;;RUE;DIDEROT;93100;93048;Appartement;73,77;76;3
23448;14;;AV;DU PRESIDENT ROOSEVELT;93360;93049;Appartement;33,54;35;2
23449;29;;ALL;DE LA BATELLERIE;93160;93051;Maison;60,34;60;3
23450;8;;PL;DU 11 NOVEMBRE 1918;93160;93051;Appartement;66,13;66;3
23451;122;;AV;DE LA RESISTANCE;93340;93062;Appartement;60,2;52;3
23452;1;;ALL;D OBERNAI;93110;93064;Appartement;81,51;80;4
23453;6;;RUE;DES MYOSOTIS;93110;93064;Appartement;52,82;53;2
23454;64;;BD;MARCEL SEMBAT;93200;93066;Appartement;63,6;64;3
23455;27;;RUE;DU LANDY;93400;93070;Appartement;32,54;32;2
23456;7;B;RUE;RAYMOND JACLARD;94140;94002;Appartement;50,13;51;2
23457;62;;AV;DE LA CONVENTION;94110;94003;Maison;103,94;76;4
23458;3;;RUE;DU BEL AIR;94230;94016;Appartement;18,39;20;1
23459;182;B;RUE;DE VERDUN;94500;94017;Appartement;64,42;64;3
23460;23;;RUE;KARL MARX;94500;94017;Appartement;57,78;58;3
23461;14;;RUE;ALBERT THURET;94550;94021;Appartement;40,33;34;2
23462;20;;RUE;DE LA PLUMERETTE;94000;94028;Appartement;84,52;85;4
23463;73;;RUE;MARCEL ET JACQUES GAUCHER;94120;94033;Appartement;28,62;33;2
23464;21;;ALL;DU MALI;94260;94034;Appartement;66,69;73;4
23465;11;;AV;DE LA PLAGE;94340;94042;Maison;54,14;40;3
23466;12;;AV;DE LA MARNE;94340;94042;Appartement;57,61;57;3
23467;50;;RUE;DU GENERAL LECLERC;94270;94043;Appartement;80,29;68;4
23468;23;;RUE;ANTOINE DE SAINT EXUPERY;94450;94044;Appartement;42,6;43;2
23469;8;;RUE;EUGENE RENAULT;94700;94046;Appartement;58,66;57;3
23470;81;;RUE;THEODORE HONORE;94130;94052;Appartement;24,51;26;2
23471;15;;RUE;LOUIS BONIN;94310;94054;Appartement;41,98;42;2
23472;4;B;RUE;LATERALE DU VIADUC;94170;94058;Appartement;26,96;28;1
23473;64;B;AV;LAMARTINE;94170;94058;Appartement;90,8;91;4
23474;14;B;RUE;DANIELLE CASANOVA;94170;94058;Appartement;83,8;81;4
23475;57;B;AV;LEDRU ROLLIN;94170;94058;Appartement;50,45;49;2
23476;9;;AV;GEORGES FOUREAU;94420;94059;Appartement;74,62;74;4
23477;117;;AV;MAURICE BERTEAUX;94420;94059;Appartement;64,05;64;3
23478;26;;AV;DE CHENNEVIERES;94420;94059;Appartement;47,89;48;1
23479;48;;CHS;DE L ETANG;94160;94067;Appartement;16,15;17;1
23480;3;;AV;DE LA PELOUSE;94160;94067;Appartement;27,88;30;2
23481;15;;BD;DES MURIERS;94210;94068;Appartement;14,04;14;1
23482;104;T;AV;DU BAC;94210;94068;Appartement;87,29;93;3
23483;21;;RUE;PAUL VAILLANT COUTURIER;94320;94073;Appartement;64,09;65;3
23484;51;;AV;DE VERSAILLES;94320;94073;Appartement;88,22;86;4
23485;6;;ALL;DES SYCOMORES;94440;94075;Appartement;66,46;67;3
23486;91;;AV;DE PARIS;94800;94076;Appartement;20,5;21;1
23487;56;;RUE;RENE HAMON;94800;94076;Appartement;103,03;92;4
23488;24;;AV;DU MARECHAL DE TURENNE;94290;94077;Appartement;46,5;46;2
23489;11;;RUE;ALEXIS QUIRIN;94350;94079;Appartement;54,05;54;3
23490;3;;RUE;CHARLES PATHE;94300;94080;Appartement;89,1;89;4
23491;1;;BD;DE LA LIBERATION;94300;94080;Appartement;111,73;117;4
23492;23;;AV;GABRIEL PERI;94300;94080;Appartement;11;14;1
23493;27;;RUE;PROFESSEUR CALMETTE;94400;94081;Appartement;82,76;80;4
23494;20;;RUE;PIERRE SEMARD;94400;94081;Appartement;17,39;18;1
23495;29;;RUE;LOUIS BLANC;95100;95018;Appartement;87;87;4
23496;8;;ESP;SALVADOR ALLENDE;95100;95018;Appartement;67,06;62;3
23497;6;;RES;DE BRETAGNE;95100;95018;Appartement;56,38;59;2
23498;21;;RUE;DE LA REPUBLIQUE;95650;95078;Appartement;29,43;32;1
23499;23;;RUE;CURIE;95830;95177;Maison;124,11;118;3
23500;3;;PL;DES AUBEPINES;95170;95197;Appartement;28,95;28;1
23501;1;;RUE;DU DOCTEUR PEYROT;95600;95203;Appartement;22,57;25;1
23502;20;;RUE;JULES FERRY;95880;95210;Appartement;75,25;74;4
23503;2;;RUE;CLAUDE BERNARD;95120;95219;Appartement;44,81;44;2
23504;6;;IMP;DES CLOS MILONS;95130;95252;Appartement;65;62;3
23505;16;;RUE;DU GUE;95290;95313;Appartement;25,2;25;1
23506;41;;ALL;DES MUSARDIERES;95280;95323;Maison;92,54;93;4
23507;3;;RUE;DU GOULET;95640;95370;Appartement;43,69;44;3
23508;22;;AV;VICTOR HUGO;95630;95392;Appartement;286,96;140;6
23509;57;;ALL;TOULOUSE LAUTREC;95370;95424;Maison;88,42;89;5
23510;9001;;RES;DES HAUTS ST NICOLAS;95130;95491;Appartement;36,83;34;1
23511;12;;RUE;SERE DEPOIN;95300;95500;Appartement;83,33;80;5
23512;15;;AV;DANIELLE CASANOVA;95210;95555;Appartement;68,88;72;3
23513;9;;PL;ALBERT CAMUS;95210;95555;Appartement;73,66;73;4
23514;91;;BD;MARECHAL FOCH R N 14;95210;95555;Appartement;74,7;67;4
23515;12;;QUAI;DU HALAGE;95310;95572;Appartement;56,71;38;3
23516;6;;RUE;DU CLOS DU ROI;95310;95572;Appartement;58,08;59;2
23517;3;;SQ;DU PICCOLO;95110;95582;Appartement;91,86;100;5
23518;5;;ALL;DU BORDEAU;95150;95607;Appartement;72,15;70;3
23519;2;;AV;GANDHI;95490;95637;Appartement;39,48;39;2
23520;9001;F;RUE;DU PONTCEAU;95510;95651;Appartement;51,85;70;4
23521;1;;LOT;LE LAGON DE FLORIDA;97224;972207;Appartement;62,68;63;3
23522;374;;;LES JARDINS DE BELLE POULE;97200;972209;Appartement;71,42;80;4
23523;116;;IMP;PRUNE MOUBIN;97232;972213;Appartement;38,56;40;2
23524;34;;AV;SAINT DOMINIQUE;97354;973309;Maison;95,65;105;4
23525;16;;ALL;DES PRIMEVERES;97490;974411;Appartement;32,31;31;2
23526;9;;RUE;KERUSCUN;29200;29019;Appartement;67,21;66;3
23527;1;;RUE;DES CENDRES;85340;85194;Appartement;54,98;54;2
23528;10;;PL;DE LA MAIRIE;91810;91648;Appartement;40,55;42;2
23529;31;;RUE;DU 42E DE LIGNE;94340;94042;Appartement;31,2;31;2
23530;3;;RUE;MARGUERITE CHAPON;94800;94076;Appartement;45,76;39;2
23531;1;;RUE;DES CLOS RIBAUDS;95550;95060;Appartement;43,08;43;2
23532;14;;RUE;DE LA SOURCE;95130;95252;Appartement;62,15;57;3
23533;40;;MTE;DES CANNES;1800;01450;Appartement;48,42;48;2
23534;32;;RUE;DE LA LINOTTE;2000;02408;Appartement;53,42;53;3
23535;5293;;;LA TARTARASSE;5290;05110;Appartement;23,08;24;3
23536;14;;RUE;MARCEAU;6000;06088;Appartement;59,25;53;2
23537;26;;AV;D ARCHES;8000;08105;Appartement;82,4;90;3
23538;13;;RUE;DE LA PAIX;8000;08105;Appartement;95,54;160;3
23539;30;B;RUE;JAILLANT DESCHAINETS;10000;10387;Appartement;214,88;206;8
23540;17;;RUE;DE LA PIERRE;10000;10387;Appartement;54,89;56;2
23541;124;;AV;DE LA PEROUSE;11430;11170;Appartement;27,25;27;3
23542;228;;RES;LA GRANDE BLEUE;11370;11202;Maison;26,95;28;3
23543;231;;RES;MAISONS D SABLES 4;11370;11202;Appartement;26,7;29;2
23544;304;C;RES;LES ARENES;11370;11202;Appartement;27,17;33;2
23545;14;;RUE;MALTE BRUN;11100;11262;Appartement;71,85;76;4
23546;22;;RUE;DU RICOQUET;14910;14059;Appartement;19,97;25;1
23547;13;;RUE;DU PORT;14160;14225;Appartement;66,16;69;4
23548;25;;AV;TURGOT;19100;19031;Appartement;19,32;20;1
23549;7;;RUE;DU FOSSE;22100;22050;Appartement;82,92;85;3
23550;21;;RUE;DE LEHON;22100;22050;Appartement;40,81;33;2
23551;43;B;RUE;FOCH;22430;22054;Appartement;127,34;114;4
23552;13;;PL;DE LA LIBERTE;22000;22278;Appartement;22,94;28;2
23553;3;;CHE;DU PERRIER;26250;26165;Appartement;71,31;67;4
23554;50;;RUE;MONGE;26000;26362;Appartement;80,16;94;4
23555;3;T;RUE;CARNOT;28700;28015;Appartement;16,03;16;1
23556;7;;RUE;DES CHANGES;28000;28085;Appartement;90,52;83;4
23557;13;;RUE;PERRAULT;28000;28085;Appartement;82,98;84;4
23558;40;;RUE;SAINT MICHEL;28000;28085;Appartement;30,85;30;1
23559;19;;AV;WINSTON CHURCHILL;28380;28359;Maison;69,35;60;3
23560;21;;RUE;DANTON;29200;29019;Appartement;26,29;28;1
23561;97;;AV;DE LA GARE;29900;29039;Appartement;17,03;18;1
23562;40;;;COTEAU DE KERAMPERCHEC;29930;29217;Maison;109,82;109;4
23563;;;RES;LES COLLINES DU RICANTO;20090;2A004;Appartement;50,73;51;2
23564;9004;;;QRT OLIVETO;20000;2A004;Appartement;41,48;50;2
23565;9504;;;MACINA;20129;2A032;Appartement;51,48;60;2
23566;5009;;;CUDETA;20157;2A119;Appartement;22,43;28;1
23567;333;;RUE;VINCENT;30240;30133;Appartement;54,82;39;2
23568;511;;AV;JEAN JAURES;30240;30133;Appartement;23,6;23;1
23569;14;;PL;JULES FERRY;30290;30141;Appartement;51,29;70;3
23570;22;;RUE;DES TROENES;30540;30169;Appartement;65,41;65;3
23571;60;;RUE;NOTRE DAME;30000;30189;Appartement;49,48;49;2
23572;6013;;CHE;DU DEROC;30260;30309;Maison;103,4;108;4
23573;1;;RPT;HENRY DUNANT;31170;31557;Appartement;38,46;39;2
23574;27;;RUE;ST VINCENT DE PAUL;33800;33063;Appartement;51,64;50;3
23575;186;;RUE;EMILE COMBES;33000;33063;Appartement;88,98;93;4
23576;3;;RUE;LEOPOLD LAPLANTE;33520;33075;Maison;104,89;105;5
23577;32;;AV;MARC NOUAUX;33610;33122;Appartement;38,9;41;2
23578;80;;RTE;DE SALIGNAC;33240;33366;Appartement;42,52;42;2
23579;295;;RTE;DE SAINT ROMAIN;33240;33366;Appartement;59,51;60;2
23580;9001;;RES;RIMBAUD;33400;33522;Appartement;24,62;24;1
23581;;;IMP;DE BISSERIE;33260;33529;Appartement;34,08;35;2
23582;5;;AV;DE LA BUTTE;34300;34003;Appartement;19,71;21;1
23583;2;;RUE;ISCHIA;34300;34003;Appartement;39,65;40;2
23584;3;;RUE;DE LA COURETTE;34300;34003;Appartement;20,16;20;1
23585;42;;RUE;NOEL SYLVESTRE;34500;34032;Appartement;76,46;78;5
23586;53;;RUE;KLEBER;34500;34032;Appartement;25,58;25;2
23587;4;;RUE;GABRIEL FAURE;34340;34150;Maison;56,26;58;3
23588;1;;ALL;DES ONDINS;34340;34150;Appartement;25,47;25;2
23589;13;;RUE;FOCH;34000;34172;Appartement;77,39;57;3
23590;1265;;RUE;DE BUGAREL;34070;34172;Appartement;83,19;82;4
23591;11;;RUE;JULES ROBERT;35131;35066;Appartement;33,57;33;2
23592;11;;RUE;JULES ROBERT;35131;35066;Appartement;38,48;38;2
23593;48;;RUE;DE LA PIONNIERE;35800;35093;Appartement;30,93;30;1
23594;40;;RUE;DE LA VALLEE;35800;35093;Appartement;21,45;22;1
23595;23;;PL;DE LA MAIRIE;35630;35130;Appartement;29,7;31;2
23596;8;;RUE;DU GRIFFON;35000;35238;Appartement;31,59;35;2
23597;19;;RUE;JEANNE COUPLAN;35700;35238;Appartement;20,07;20;1
23598;20;;RUE;DE CHATILLON;35000;35238;Appartement;28,38;28;1
23599;29;;BD;GEORGES CLEMENCEAU;35200;35238;Appartement;55,37;54;3
23600;39;;RUE;VILLE PEPIN;35400;35288;Appartement;50,02;49;2
23601;13;;ALL;SIMONE SIGNORET;37300;37122;Maison;97;97;4
23602;21;;RUE;VICTOR HUGO;37000;37261;Appartement;35,72;37;1
23603;22;;RUE;AUGUSTE CHEVALLIER;37000;37261;Appartement;25,55;28;1
23604;5068;;;CHAMP DES CHARDS;38250;38129;Appartement;44,75;34;1
23605;16;;ALL;DES GENETS;38100;38185;Appartement;37,34;32;1
23606;39;;AV;MARIE REYNOARD;38100;38185;Appartement;79,85;79;4
23607;11;;RUE;DES VIKINGS DE VENOSC;38860;38253;Appartement;28,58;30;1
23608;10;;ALL;DU VIEUX CEDRE;38360;38474;Appartement;69,15;69;3
23609;21;;RUE;GENEVOISE;38500;38563;Appartement;37,5;41;1
23610;26;;RES;DU GOLF BAT LE MASTER;40660;40187;Appartement;27,32;28;2
23611;17;;RUE;DES PONTIERES;41260;41047;Appartement;52,45;52;2
23612;13;;RUE;DE L APPRENTISSAGE;42000;42218;Appartement;47,81;50;2
23613;54;;RUE;MAL JOFFRE;44000;44109;Appartement;38,3;37;1
23614;59;B;AV;DU ONZE NOVEMBRE 1918;44250;44154;Maison;74,06;36;3
23615;27;;ALL;DES PINGOUINS;44600;44184;Appartement;71,74;71;3
23616;4;;AV;BARBARA;44570;44210;Appartement;41,79;41;2
23617;1;;AV;DE L EUROPE;45140;45169;Appartement;42,66;42;2
23618;41;;RUE;ETIENNE DOLET;45000;45234;Appartement;45,84;46;3
23619;18;B;QUAI;DU FORT ALLEAUME;45000;45234;Appartement;104,2;104;3
23620;33;;BD;DES ECREHOUS;50270;50031;Appartement;38,58;40;3
23621;28;F;BD;MARITIME;50110;50129;Appartement;46,26;45;2
23622;8;B;RUE;COURAYE;50400;50218;Appartement;86;90;3
23623;7;;AV;DE LA GARE;51000;51108;Appartement;39,59;39;2
23624;12;;RUE;FORTEL;51100;51454;Appartement;82,6;73;3
23625;14;;BD;DIEU LUMIERE;51100;51454;Appartement;31,01;30;1
23626;49;;RUE;DE TALLEYRAND;51100;51454;Appartement;87,74;101;4
23627;;;AV;ALFRED ANATOLE THEVENET;51530;51663;Appartement;67,5;67;3
23628;3;;RUE;DE LA GARE;54360;54152;Appartement;112,03;115;4
23629;46;;RUE;DE L ABBE DIDELOT;54520;54304;Appartement;67,05;71;3
23630;60;B;RUE;DE VIC;54300;54329;Appartement;46,31;46;2
23631;52;;BD;DE SCARPONE;54000;54395;Appartement;65,21;68;3
23632;35;;RUE;DE LA SOURCE;54000;54395;Appartement;31,38;32;2
23633;49;;BD;LOBAU;54000;54395;Appartement;89,97;93;3
23634;2;;RUE;LOTHAIRE II;54000;54395;Appartement;80,83;83;4
23635;23;;ALL;DU PRACTICE;54425;54439;Appartement;69,24;69;3
23636;14;;RUE;GARIBALDI;54190;54580;Appartement;73,2;73;3
23637;13;;RUE;DES MERLES;54190;54580;Appartement;74,86;75;4
23638;8573;;CHS;DES BERNACHES;56340;56034;Appartement;37,18;35;3
23639;7484;;RES;LE MAEVA;56520;56078;Appartement;40,25;40;2
23640;83;;RUE;DE LA GARE;56330;56177;Appartement;39,52;40;2
23641;3;;RUE;GERMAINE TAILLEFERRE;56300;56178;Appartement;64,34;70;3
23642;8;B;RUE;DES CARDINAUX;56170;56186;Appartement;27,59;28;2
23643;1;;PL;DE LA REPUBLIQUE;56170;56186;Appartement;47,58;47;3
23644;44;;RUE;GAMBETTA;58600;58117;Appartement;76;77;4
23645;9;;RES;FLANDRE;59170;59163;Appartement;42,6;43;1
23646;22;;RUE;DE PUEBLA;59800;59350;Appartement;19,4;19;1
23647;66;;AV;DE FLANDRE;62155;62571;Appartement;36;34;2
23648;3;;RUE;DE LA CONCORDE;64320;64132;Appartement;76,23;80;4
23649;33;;BD;BLERIOT;64140;64348;Appartement;70,03;63;3
23650;44;;RUE;MARECHAL JOFFRE;64000;64445;Appartement;16,05;15;2
23651;12;;RUE;D'ETIGNY;64000;64445;Appartement;116,81;109;4
23652;110;;BD;D ALSACE LORRAINE;64000;64445;Appartement;75,03;81;2
23653;17;;RUE;DE MEON;64000;64445;Appartement;64,5;68;4
23654;39;;RUE;DE LA GROTTE;65100;65286;Appartement;59,07;66;2
23655;8;;PL;DES PYRENEES;65100;65286;Appartement;82,53;64;3
23656;10;;RUE;DESPOURRINS;65000;65440;Appartement;112,93;103;3
23657;23;;RUE;DE VERDUN;69300;69034;Appartement;45,69;46;2
23658;53;;MTE;DE LA BOUCLE;69300;69034;Appartement;77,35;78;3
23659;14;;RUE;PIERRE BRUNIER;69300;69034;Appartement;88,08;88;4
23660;110;;IMP;JEAN ANTOINE FOISON;69700;69080;Maison;104,63;88;5
23661;11;;AV;DU NORD;69160;69244;Appartement;69,4;69;3
23662;26;;CHE;DE L AIGAS;69160;69244;Appartement;72,95;65;3
23663;399;;RUE;PAUL CLAUDEL;69400;69264;Appartement;60,12;60;3
23664;66;;RUE;DEDIEU;69100;69266;Appartement;73,47;66;3
23665;53;A;AV;ANTOINE ST EXUPERY;69100;69266;Appartement;46,66;47;2
23666;7;;RUE;DESIREE;69001;69381;Appartement;26,61;35;2
23667;38;;RUE;DES RANCY;69003;69383;Appartement;107,87;106;4
23668;3;;RUE;DE VILLON;69003;69383;Appartement;109,58;110;5
23669;155;;CRS;ALBERT THOMAS;69003;69383;Appartement;59,57;62;2
23670;23;;QUAI;JOSEPH GILLET;69004;69384;Appartement;54,12;106;4
23671;11;;RUE;DE LA FAVORITE;69005;69385;Appartement;55,88;63;3
23672;32;;RUE;CHAZAY;69005;69385;Appartement;108,84;45;2
23673;96;;RUE;MONTAGNY;69008;69388;Appartement;68,86;158;6
23674;37;;RUE;PROFESSEUR PATEL;69009;69389;Appartement;84,8;86;4
23675;15;B;RUE;DOC FERNAND RENAUD;71400;71014;Appartement;142,5;148;5
23676;42;;RUE;PIERRE BELON;72000;72181;Appartement;82,47;83;4
23677;16;;CHE;DE L AUNAIE;74600;74010;Appartement;82,92;83;4
23678;2;;RUE;DU PARC;74960;74010;Appartement;39,52;39;2
23679;4;;AV;DE GENEVE;74000;74010;Appartement;76,57;47;1
23680;658;;RTE;DES GRANGETTES;74300;74014;Maison;52,46;51;4
23681;893;;RTE;DE CHEVALY;74440;74276;Appartement;34,93;35;2
23682;18;;RUE;MONTMARTRE;75001;75101;Appartement;52,79;53;4
23683;39;;RUE;SAINT ROCH;75001;75101;Appartement;32,04;33;1
23684;84;;RUE;NOTRE DAME DE NAZARETH;75003;75103;Appartement;42,16;40;2
23685;170;;RUE;DU TEMPLE;75003;75103;Appartement;19,44;19;1
23686;31;;RUE;CHARLOT;75003;75103;Appartement;25,6;26;2
23687;58;;RUE;DU CHERCHE-MIDI;75006;75106;Appartement;29,39;28;2
23688;8;;RUE;MAGELLAN;75008;75108;Appartement;192,19;192;5
23689;7;;RUE;DE PONTHIEU;75008;75108;Appartement;18,64;20;1
23690;66;;RUE;DU FBOURG MONTMARTRE;75009;75109;Appartement;29,02;29;1
23691;6;;CITE;DU WAUX HALL;75010;75110;Appartement;12,24;13;1
23692;17;;BD;DE BELLEVILLE;75011;75111;Appartement;21,11;30;2
23693;71;;RUE;JEAN PIERRE TIMBAUD;75011;75111;Appartement;18,26;17;1
23694;25;;RUE;DE LA FOLIE MERICOURT;75011;75111;Appartement;15,61;13;1
23695;11;;RUE;GUILLAUME BERTRAND;75011;75111;Appartement;70,21;70;3
23696;21;;BD;RICHARD LENOIR;75011;75111;Appartement;33,34;34;1
23697;50;;AV;PHILIPPE AUGUSTE;75011;75111;Appartement;56,11;57;3
23698;26;;RUE;DE LA VOUTE;75012;75112;Appartement;80,55;83;4
23699;261;;AV;DAUMESNIL;75012;75112;Appartement;38,63;33;2
23700;30;;RUE;DE LA GARE DE REUILLY;75012;75112;Appartement;27,63;28;1
23701;6;;RUE;D ALIGRE;75012;75112;Appartement;82,05;81;3
23702;4;;RUE;PAULIN MERY;75013;75113;Appartement;85,75;85;3
23703;25;;RUE;DE LA SABLIERE;75014;75114;Appartement;33,86;32;3
23704;1;;SQ;AUGUSTE RENOIR;75014;75114;Appartement;87,86;89;4
23705;51;;RUE;BRANCION;75015;75115;Appartement;31,52;31;2
23706;4;;IMP;MATHIEU;75015;75115;Appartement;23,07;23;1
23707;53;;RUE;BARGUE;75015;75115;Appartement;49,54;53;2
23708;60;B;RUE;DES ENTREPRENEURS;75015;75115;Appartement;26,9;24;1
23709;136;;AV;FELIX FAURE;75015;75115;Appartement;13,5;13;1
23710;75;;RUE;LEBLANC;75015;75115;Appartement;15,6;14;1
23711;104;;RUE;BOILEAU;75016;75116;Appartement;51,86;46;3
23712;8;;RUE;GERICAULT;75016;75116;Appartement;75,28;76;4
23713;14;;RUE;WEBER;75016;75116;Appartement;80,03;79;4
23714;2;;AV;DE VILLIERS;75017;75117;Appartement;123,57;145;5
23715;136;;RUE;CHAMPIONNET;75018;75118;Appartement;28,28;29;1
23716;62;;RUE;DU RUISSEAU;75018;75118;Appartement;33,64;32;2
23717;118;;RUE;MARCADET;75018;75118;Appartement;24,95;22;1
23718;19;;RUE;DU MONT CENIS;75018;75118;Appartement;58,89;62;2
23719;112;;RUE;DE CLIGNANCOURT;75018;75118;Appartement;48,79;49;2
23720;124;B;AV;DE FLANDRE;75019;75119;Appartement;40,8;25;2
23721;81;;AV;SIMON BOLIVAR;75019;75119;Appartement;75,63;75;3
23722;3;;RUE;PIERRE BAYLE;75020;75120;Appartement;28,61;27;2
23723;2;;RUE;PIERRE DE COUBERTIN;76210;76114;Appartement;70,23;68;4
23724;5;;RUE;SADI CARNOT;76160;76212;Appartement;17,9;18;1
23725;1;;RUE;DES GOBELINS;76600;76351;Appartement;33,42;32;2
23726;8;;RUE;CDT CHEF D HOTEL;76600;76351;Appartement;20,78;20;1
23727;1;;RUE;DE BRAZZA;76000;76540;Appartement;103,63;105;4
23728;15;;RUE;PETIT DE BEAUVERGER;77170;77053;Appartement;37,5;37;2
23729;19;;RUE;GEORGES CLEMENCEAU;77430;77079;Maison;75,6;71;4
23730;8;;RUE;PASTEUR;77430;77079;Maison;75,12;75;4
23731;27;;RUE;GAMBETTA;77500;77108;Appartement;79,4;80;4
23732;4;;PL;DU COTEAU;77500;77108;Appartement;83,68;86;4
23733;76;;AV;DE L ETANG;77183;77146;Maison;94,07;98;5
23734;5;;RUE;DE JUSSIEU;77640;77238;Appartement;66,22;66;4
23735;32;;RUE;D ORGEMONT;77400;77243;Appartement;87,29;76;3
23736;23;;AV;ALBERT CAMUS;77400;77243;Appartement;77,05;78;3
23737;6;;IMP;JEAN FRANCOIS MILLET;77127;77251;Appartement;82,72;82;4
23738;7;;ALL;LE VAU;77185;77258;Maison;135,02;88;4
23739;3;;RUE;DE LA CRECHE;77100;77284;Appartement;23,73;25;1
23740;75;;SQ;RONSARD;77350;77285;Appartement;68,77;68;3
23741;46;;BD;DE L ALMONT;77000;77288;Appartement;70,44;70;3
23742;8;;RUE;BARTHEL;77000;77288;Appartement;27,47;24;2
23743;98;;RUE;DES ERABLES;77550;77296;Maison;81,07;73;4
23744;81;;RUE;DU GENERAL LECLERC;77400;77372;Appartement;60,06;60;3
23745;3;B;RUE;DE LA FILEUSE;77310;77407;Appartement;36,55;37;2
23746;75;;AV;DU GENERAL LECLERC;77400;77438;Appartement;45,69;45;2
23747;3;;ALL;COURBE;77200;77468;Maison;89,54;85;4
23748;8;;ALL;D ORGEMONT;77200;77468;Maison;90,47;86;4
23749;5;;RUE;DU CLOS FLEURI;77470;77475;Maison;121,02;85;4
23750;10;B;RUE;THIERS;77124;77513;Maison;77,72;75;4
23751;9001;;RES;LE NOUVEAU PARC;78570;78015;Appartement;79,12;77;4
23752;103;;RUE;DES LANDES;78400;78146;Appartement;53,39;53;3
23753;11;;RUE;PIERRE CLOSTERMANN;78150;78158;Appartement;67,04;67;3
23754;6;;AV;CARNOT;78700;78172;Appartement;68,38;70;4
